"No.","Time","Source","Destination","Protocol","Length","Info"
"733","25.666091","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2620:1ec:21::14","TLSv1.2","120","Application Data"
"734","25.666106","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2620:1ec:21::14","TLSv1.2","1136","Application Data"
"735","25.669015","2620:1ec:21::14","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  51046 [ACK] Seq=2372 Ack=6477 Win=16384 Len=0"
"736","25.669258","2620:1ec:21::14","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TLSv1.2","120","Application Data"
"737","25.721427","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2620:1ec:21::14","TCP","74","51046  >  443 [ACK] Seq=6477 Ack=2418 Win=513 Len=0"
"738","25.822613","2620:1ec:21::14","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TLSv1.2","549","Application Data"
"741","25.872501","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2620:1ec:21::14","TCP","74","51046  >  443 [ACK] Seq=6477 Ack=2893 Win=512 Len=0"
"742","26.116546","18.196.158.34","192.168.1.174","TCP","60","[TCP Dup ACK 34#1] 443  >  51294 [ACK] Seq=1 Ack=1 Win=16 Len=0"
"743","26.116612","192.168.1.174","18.196.158.34","TCP","54","[TCP Dup ACK 35#1] 51294  >  443 [ACK] Seq=1 Ack=2 Win=513 Len=0"
"746","26.670933","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a00:1450:4028:803::2005","TCP","1474","51240  >  443 [ACK] Seq=5080 Ack=1152 Win=513 Len=1400 [TCP segment of a reassembled PDU]"
"747","26.670933","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a00:1450:4028:803::2005","TCP","1474","51240  >  443 [ACK] Seq=6480 Ack=1152 Win=513 Len=1400 [TCP segment of a reassembled PDU]"
"748","26.670933","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a00:1450:4028:803::2005","TLSv1.2","555","Application Data"
"749","26.671043","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a00:1450:4028:803::2005","TLSv1.2","113","Application Data"
"750","26.671057","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a00:1450:4028:803::2005","TLSv1.2","184","Application Data"
"751","26.674231","2a00:1450:4028:803::2005","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  51240 [ACK] Seq=1152 Ack=6480 Win=396 Len=0"
"752","26.674231","2a00:1450:4028:803::2005","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  51240 [ACK] Seq=1152 Ack=7880 Win=407 Len=0"
"753","26.674231","2a00:1450:4028:803::2005","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  51240 [ACK] Seq=1152 Ack=8361 Win=418 Len=0"
"754","26.674231","2a00:1450:4028:803::2005","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  51240 [ACK] Seq=1152 Ack=8400 Win=418 Len=0"
"755","26.674943","2a00:1450:4028:803::2005","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  51240 [ACK] Seq=1152 Ack=8510 Win=418 Len=0"
"756","26.674943","2a00:1450:4028:803::2005","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TLSv1.2","113","Application Data"
"757","26.721402","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a00:1450:4028:803::2005","TCP","74","51240  >  443 [ACK] Seq=8510 Ack=1191 Win=513 Len=0"
"758","26.957204","2a00:1450:4028:803::2005","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TLSv1.2","615","Application Data"
"759","26.957863","2a00:1450:4028:803::2005","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TLSv1.2","514","Application Data"
"760","26.957897","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a00:1450:4028:803::2005","TCP","74","51240  >  443 [ACK] Seq=8510 Ack=2172 Win=509 Len=0"
"761","26.958212","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a00:1450:4028:803::2005","TLSv1.2","109","Application Data"
"762","26.958946","2a00:1450:4028:803::2005","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TLSv1.2","125","Application Data"
"763","26.962906","2a00:1450:4028:803::2005","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TLSv1.2","313","Application Data"
"764","26.962948","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a00:1450:4028:803::2005","TCP","74","51240  >  443 [ACK] Seq=8545 Ack=2462 Win=508 Len=0"
"765","26.962997","2a00:1450:4028:803::2005","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TLSv1.2","113","Application Data"
"766","26.963348","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a00:1450:4028:803::2005","TLSv1.2","113","Application Data"
"767","26.969905","2a00:1450:4028:803::2005","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  51240 [ACK] Seq=2501 Ack=8584 Win=418 Len=0"
"768","26.987043","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a03:2880:f276:cd:face:b00c:0:167","TLSv1.2","160","Application Data"
"769","27.042936","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  51017 [ACK] Seq=2285 Ack=471 Win=5500 Len=0"
"770","27.066978","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a03:2880:f276:cd:face:b00c:0:167","TCP","1466","51017  >  443 [ACK] Seq=471 Ack=2285 Win=1032 Len=1392 [TCP segment of a reassembled PDU]"
"771","27.066978","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a03:2880:f276:cd:face:b00c:0:167","TCP","1466","51017  >  443 [ACK] Seq=1863 Ack=2285 Win=1032 Len=1392 [TCP segment of a reassembled PDU]"
"772","27.066978","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a03:2880:f276:cd:face:b00c:0:167","TLSv1.2","1183","Application Data"
"775","27.122898","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  51017 [ACK] Seq=2285 Ack=1863 Win=5500 Len=0"
"776","27.122898","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  51017 [ACK] Seq=2285 Ack=4364 Win=5492 Len=0"
"777","27.291548","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TLSv1.2","185","Application Data"
"778","27.291702","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TLSv1.2","148","Application Data"
"779","27.291723","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a03:2880:f276:cd:face:b00c:0:167","TCP","74","51017  >  443 [ACK] Seq=4364 Ack=2470 Win=1032 Len=0"
"780","27.590189","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TLSv1.2","169","Application Data"
"781","27.592214","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a03:2880:f276:cd:face:b00c:0:167","TLSv1.2","167","Application Data"
"782","27.613061","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TLSv1.2","171","Application Data"
"783","27.617512","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a03:2880:f276:cd:face:b00c:0:167","TLSv1.2","169","Application Data"
"784","27.648506","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  51017 [ACK] Seq=2662 Ack=4457 Win=5500 Len=0"
"785","27.674705","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  51017 [ACK] Seq=2662 Ack=4552 Win=5500 Len=0"
"787","28.364663","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TLSv1.2","168","Application Data"
"788","28.367366","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a03:2880:f276:cd:face:b00c:0:167","TLSv1.2","167","Application Data"
"789","28.424481","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  51017 [ACK] Seq=2756 Ack=4645 Win=5500 Len=0"
"812","33.476015","192.168.1.174","20.199.120.151","TLSv1.2","97","Application Data"
"813","33.532247","20.199.120.151","192.168.1.174","TLSv1.2","228","Application Data"
"814","33.580002","192.168.1.174","20.199.120.151","TCP","54","50948  >  443 [ACK] Seq=44 Ack=175 Win=512 Len=0"
"865","34.561193","13.107.42.12","192.168.1.174","TCP","60","443  >  51332 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"930","35.040509","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2600:1901:0:92a9::","TLSv1.2","113","Application Data"
"931","35.040588","192.168.1.174","34.98.75.36","TLSv1.2","93","Application Data"
"932","35.040625","192.168.1.174","34.120.208.123","TLSv1.2","100","Application Data"
"933","35.040729","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2600:1901:0:92a9::","TLSv1.2","113","Application Data"
"934","35.040771","192.168.1.174","34.98.75.36","TLSv1.2","93","Application Data"
"935","35.040810","192.168.1.174","34.120.208.123","TLSv1.2","100","Application Data"
"936","35.040853","192.168.1.174","35.201.103.21","TLSv1.2","93","Application Data"
"937","35.041034","192.168.1.174","34.120.208.123","TLSv1.2","85","Encrypted Alert"
"938","35.041055","192.168.1.174","34.120.208.123","TCP","54","51265  >  443 [FIN, ACK] Seq=124 Ack=1 Win=508 Len=0"
"939","35.041211","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2600:1901:0:92a9::","TLSv1.2","98","Application Data"
"940","35.041230","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2600:1901:0:92a9::","TCP","74","51264  >  443 [FIN, ACK] Seq=103 Ack=1 Win=510 Len=0"
"941","35.041367","192.168.1.174","34.98.75.36","TLSv1.2","78","Application Data"
"942","35.041382","192.168.1.174","34.98.75.36","TCP","54","51263  >  443 [FIN, ACK] Seq=103 Ack=1 Win=508 Len=0"
"943","35.041508","192.168.1.174","35.201.103.21","TLSv1.2","78","Application Data"
"944","35.041528","192.168.1.174","35.201.103.21","TCP","54","51262  >  443 [FIN, ACK] Seq=64 Ack=1 Win=512 Len=0"
"945","35.043269","34.120.208.123","192.168.1.174","TLSv1.2","100","Application Data"
"946","35.043269","34.98.75.36","192.168.1.174","TLSv1.2","93","Application Data"
"947","35.043326","192.168.1.174","34.120.208.123","TCP","54","51265  >  443 [RST, ACK] Seq=125 Ack=47 Win=0 Len=0"
"948","35.043384","192.168.1.174","34.98.75.36","TCP","54","51263  >  443 [RST, ACK] Seq=104 Ack=40 Win=0 Len=0"
"949","35.043885","34.120.208.123","192.168.1.174","TCP","60","443  >  51265 [ACK] Seq=47 Ack=124 Win=324 Len=0"
"950","35.044157","34.120.208.123","192.168.1.174","TCP","60","[TCP Previous segment not captured] 443  >  51265 [ACK] Seq=48 Ack=125 Win=324 Len=0"
"951","35.044157","2600:1901:0:92a9::","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TLSv1.2","113","Application Data"
"952","35.044221","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2600:1901:0:92a9::","TCP","74","51264  >  443 [RST, ACK] Seq=104 Ack=40 Win=0 Len=0"
"953","35.044980","34.120.208.123","192.168.1.174","TCP","60","[TCP Retransmission] 443  >  51265 [FIN, ACK] Seq=47 Ack=124 Win=324 Len=0"
"954","35.044980","34.98.75.36","192.168.1.174","TCP","60","443  >  51263 [ACK] Seq=40 Ack=103 Win=269 Len=0"
"955","35.045114","34.98.75.36","192.168.1.174","TCP","60","443  >  51263 [FIN, ACK] Seq=40 Ack=103 Win=269 Len=0"
"956","35.045424","2600:1901:0:92a9::","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  51264 [ACK] Seq=40 Ack=103 Win=267 Len=0"
"957","35.045424","2600:1901:0:92a9::","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  51264 [FIN, ACK] Seq=40 Ack=103 Win=267 Len=0"
"958","35.045924","34.98.75.36","192.168.1.174","TCP","60","443  >  51263 [ACK] Seq=41 Ack=104 Win=269 Len=0"
"959","35.045924","2600:1901:0:92a9::","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  51264 [ACK] Seq=41 Ack=104 Win=267 Len=0"
"960","35.045924","35.201.103.21","192.168.1.174","TCP","60","443  >  51262 [ACK] Seq=1 Ack=64 Win=269 Len=0"
"961","35.045924","35.201.103.21","192.168.1.174","TCP","60","443  >  51262 [FIN, ACK] Seq=1 Ack=64 Win=269 Len=0"
"962","35.045972","192.168.1.174","35.201.103.21","TCP","54","51262  >  443 [ACK] Seq=65 Ack=2 Win=512 Len=0"
"963","35.046826","35.201.103.21","192.168.1.174","TCP","60","443  >  51262 [ACK] Seq=2 Ack=65 Win=269 Len=0"
"969","35.555978","192.168.1.174","20.199.120.182","TLSv1.2","154","Application Data"
"970","35.611899","20.199.120.182","192.168.1.174","TLSv1.2","225","Application Data"
"971","35.655726","192.168.1.174","20.199.120.182","TCP","54","49429  >  443 [ACK] Seq=101 Ack=172 Win=512 Len=0"
"979","36.390588","192.168.1.174","20.42.73.24","TCP","54","51283  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1020 Len=0"
"980","36.391295","192.168.1.174","20.42.73.24","TCP","66","51382  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"981","36.524744","20.42.73.24","192.168.1.174","TCP","66","443  >  51382 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"982","36.524871","192.168.1.174","20.42.73.24","TCP","54","51382  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"983","36.525303","192.168.1.174","20.42.73.24","TLSv1.2","283","Client Hello"
"984","36.527214","20.42.73.24","192.168.1.174","TCP","60","443  >  51283 [FIN, ACK] Seq=1 Ack=2 Win=2053 Len=0"
"985","36.527302","192.168.1.174","20.42.73.24","TCP","54","51283  >  443 [ACK] Seq=2 Ack=2 Win=1020 Len=0"
"988","36.659955","20.42.73.24","192.168.1.174","TCP","1506","443  >  51382 [ACK] Seq=1 Ack=230 Win=525312 Len=1452 [TCP segment of a reassembled PDU]"
"989","36.660049","192.168.1.174","20.42.73.24","TCP","54","51382  >  443 [ACK] Seq=230 Ack=1453 Win=262144 Len=0"
"990","36.660758","20.42.73.24","192.168.1.174","TCP","1506","443  >  51382 [ACK] Seq=1453 Ack=230 Win=525312 Len=1452 [TCP segment of a reassembled PDU]"
"991","36.660758","20.42.73.24","192.168.1.174","TCP","1506","443  >  51382 [ACK] Seq=2905 Ack=230 Win=525312 Len=1452 [TCP segment of a reassembled PDU]"
"992","36.660758","20.42.73.24","192.168.1.174","TCP","1506","443  >  51382 [ACK] Seq=4357 Ack=230 Win=525312 Len=1452 [TCP segment of a reassembled PDU]"
"993","36.660758","20.42.73.24","192.168.1.174","TLSv1.2","539","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"994","36.660831","192.168.1.174","20.42.73.24","TCP","54","51382  >  443 [ACK] Seq=230 Ack=6294 Win=262144 Len=0"
"997","36.666038","192.168.1.174","20.42.73.24","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1004","36.807179","20.42.73.24","192.168.1.174","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1005","36.807267","192.168.1.174","20.42.73.24","TCP","54","51382  >  443 [ACK] Seq=388 Ack=6345 Win=261888 Len=0"
"1006","36.808096","192.168.1.174","20.42.73.24","TLSv1.2","912","Application Data"
"1007","36.808188","192.168.1.174","20.42.73.24","TCP","1494","51382  >  443 [ACK] Seq=1246 Ack=6345 Win=261888 Len=1440 [TCP segment of a reassembled PDU]"
"1008","36.808188","192.168.1.174","20.42.73.24","TCP","1494","51382  >  443 [ACK] Seq=2686 Ack=6345 Win=261888 Len=1440 [TCP segment of a reassembled PDU]"
"1009","36.808188","192.168.1.174","20.42.73.24","TLSv1.2","873","Application Data"
"1012","36.942455","20.42.73.24","192.168.1.174","TCP","60","443  >  51382 [ACK] Seq=6345 Ack=2686 Win=525568 Len=0"
"1013","36.942455","20.42.73.24","192.168.1.174","TCP","60","443  >  51382 [ACK] Seq=6345 Ack=4945 Win=525568 Len=0"
"1014","36.946728","20.42.73.24","192.168.1.174","TLSv1.2","508","Application Data"
"1015","36.946815","192.168.1.174","20.42.73.24","TCP","54","51382  >  443 [ACK] Seq=4945 Ack=6799 Win=261632 Len=0"
"1043","37.807580","2620:1ec:21::14","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TLSv1.2","120","Application Data"
"1044","37.809191","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2620:1ec:21::14","TLSv1.2","116","Application Data"
"1045","37.809296","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2620:1ec:21::14","TLSv1.2","116","Application Data"
"1046","37.812913","2620:1ec:21::14","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  50974 [ACK] Seq=139 Ack=253 Win=16384 Len=0"
"1100","40.713079","192.168.1.174","38.106.231.204","TCP","54","51276  >  443 [RST, ACK] Seq=1 Ack=33 Win=0 Len=0"
"1202","45.054842","18.184.238.147","192.168.1.174","TCP","60","[TCP Keep-Alive] 443  >  51298 [ACK] Seq=1 Ack=1 Win=12 Len=0"
"1203","45.054917","192.168.1.174","18.184.238.147","TCP","54","[TCP Keep-Alive ACK] 51298  >  443 [ACK] Seq=1 Ack=2 Win=513 Len=0"
"1209","45.597890","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","1466","443  >  51017 [ACK] Seq=2756 Ack=4645 Win=5500 Len=1392 [TCP segment of a reassembled PDU]"
"1210","45.597890","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TLSv1.2","132","Application Data"
"1211","45.597890","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TLSv1.2","452","Application Data"
"1212","45.598001","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a03:2880:f276:cd:face:b00c:0:167","TCP","74","51017  >  443 [ACK] Seq=4645 Ack=4584 Win=1033 Len=0"
"1215","45.677960","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a03:2880:f276:cd:face:b00c:0:167","TLSv1.2","165","Application Data"
"1216","45.722703","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a03:2880:f276:cd:face:b00c:0:167","TLSv1.2","177","Application Data"
"1217","45.734667","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  51017 [ACK] Seq=4584 Ack=4736 Win=5500 Len=0"
"1218","45.778515","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  51017 [ACK] Seq=4584 Ack=4839 Win=5500 Len=0"
"1221","45.874577","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TLSv1.2","164","Application Data"
"1222","45.918221","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a03:2880:f276:cd:face:b00c:0:167","TCP","74","51017  >  443 [ACK] Seq=4839 Ack=4674 Win=1032 Len=0"
"1231","46.484516","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TLSv1.2","171","Application Data"
"1232","46.487241","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","2a03:2880:f276:cd:face:b00c:0:167","TLSv1.2","170","Application Data"
"1233","46.544393","2a03:2880:f276:cd:face:b00c:0:167","2a0d:6fc2:5560:c200:15f4:c1ab:865a:2377","TCP","74","443  >  51017 [ACK] Seq=4771 Ack=4935 Win=5500 Len=0"
"1240","47.582475","192.168.1.174","52.137.103.96","TCP","66","51386  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1241","47.590918","192.168.1.174","52.137.103.96","TCP","66","51387  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1242","47.597773","192.168.1.174","52.137.103.96","TCP","66","51388  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1243","47.605379","192.168.1.174","52.137.103.96","TCP","66","51389  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1245","47.784999","52.137.103.96","192.168.1.174","TCP","66","443  >  51386 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"1246","47.785113","192.168.1.174","52.137.103.96","TCP","54","51386  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"1247","47.785696","192.168.1.174","52.137.103.96","TLSv1.2","276","Client Hello"
"1248","47.790570","52.137.103.96","192.168.1.174","TCP","66","443  >  51387 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"1249","47.790745","192.168.1.174","52.137.103.96","TCP","54","51387  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"1250","47.791322","192.168.1.174","52.137.103.96","TLSv1.2","276","Client Hello"
"1251","47.797335","52.137.103.96","192.168.1.174","TCP","66","443  >  51388 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"1252","47.797465","192.168.1.174","52.137.103.96","TCP","54","51388  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"1253","47.798012","192.168.1.174","52.137.103.96","TLSv1.2","276","Client Hello"
"1254","47.808415","52.137.103.96","192.168.1.174","TCP","66","443  >  51389 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"1255","47.808568","192.168.1.174","52.137.103.96","TCP","54","51389  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"1256","47.809141","192.168.1.174","52.137.103.96","TLSv1.2","276","Client Hello"
"1259","47.987484","52.137.103.96","192.168.1.174","TCP","1506","443  >  51386 [ACK] Seq=1 Ack=223 Win=525312 Len=1452 [TCP segment of a reassembled PDU]"
"1260","47.987484","52.137.103.96","192.168.1.174","TLSv1.2","1033","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"1261","47.987581","192.168.1.174","52.137.103.96","TCP","54","51386  >  443 [ACK] Seq=223 Ack=2432 Win=132352 Len=0"
"1262","47.990482","52.137.103.96","192.168.1.174","TCP","1506","443  >  51387 [ACK] Seq=1 Ack=223 Win=525312 Len=1452 [TCP segment of a reassembled PDU]"
"1263","47.990482","52.137.103.96","192.168.1.174","TLSv1.2","1034","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"1264","47.990553","192.168.1.174","52.137.103.96","TCP","54","51387  >  443 [ACK] Seq=223 Ack=2433 Win=132352 Len=0"
"1265","47.995017","192.168.1.174","52.137.103.96","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1266","47.997389","52.137.103.96","192.168.1.174","TCP","1506","443  >  51388 [ACK] Seq=1 Ack=223 Win=525312 Len=1452 [TCP segment of a reassembled PDU]"
"1267","47.997389","52.137.103.96","192.168.1.174","TLSv1.2","1033","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"1268","47.997454","192.168.1.174","52.137.103.96","TCP","54","51388  >  443 [ACK] Seq=223 Ack=2432 Win=132352 Len=0"
"1269","47.997781","192.168.1.174","52.137.103.96","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1270","48.002734","192.168.1.174","52.137.103.96","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1271","48.013295","52.137.103.96","192.168.1.174","TCP","1506","443  >  51389 [ACK] Seq=1 Ack=223 Win=525312 Len=1452 [TCP segment of a reassembled PDU]"
"1272","48.013295","52.137.103.96","192.168.1.174","TLSv1.2","1034","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"1273","48.013385","192.168.1.174","52.137.103.96","TCP","54","51389  >  443 [ACK] Seq=223 Ack=2433 Win=132352 Len=0"
"1274","48.018794","192.168.1.174","52.137.103.96","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1275","48.196431","52.137.103.96","192.168.1.174","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1276","48.196898","52.137.103.96","192.168.1.174","TLSv1.2","123","Application Data"
"1277","48.196919","192.168.1.174","52.137.103.96","TCP","54","51386  >  443 [ACK] Seq=381 Ack=2552 Win=132352 Len=0"
"1278","48.197070","192.168.1.174","52.137.103.96","TLSv1.2","141","Application Data"
"1279","48.197104","192.168.1.174","52.137.103.96","TLSv1.2","204","Application Data"
"1280","48.197120","192.168.1.174","52.137.103.96","TLSv1.2","92","Application Data"
"1281","48.197153","192.168.1.174","52.137.103.96","TLSv1.2","706","Application Data"
"1282","48.197669","52.137.103.96","192.168.1.174","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1283","48.197669","52.137.103.96","192.168.1.174","TLSv1.2","123","Application Data"
"1284","48.197695","192.168.1.174","52.137.103.96","TCP","54","51387  >  443 [ACK] Seq=381 Ack=2553 Win=132352 Len=0"
"1285","48.198119","192.168.1.174","52.137.103.96","TLSv1.2","141","Application Data"
"1286","48.198159","192.168.1.174","52.137.103.96","TLSv1.2","92","Application Data"
"1287","48.198176","192.168.1.174","52.137.103.96","TLSv1.2","194","Application Data"
"1288","48.198197","192.168.1.174","52.137.103.96","TLSv1.2","731","Application Data"
"1289","48.202197","52.137.103.96","192.168.1.174","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1290","48.202197","52.137.103.96","192.168.1.174","TLSv1.2","123","Application Data"
"1291","48.202246","192.168.1.174","52.137.103.96","TCP","54","51388  >  443 [ACK] Seq=381 Ack=2552 Win=132352 Len=0"
"1292","48.202704","192.168.1.174","52.137.103.96","TLSv1.2","141","Application Data"
"1293","48.202735","192.168.1.174","52.137.103.96","TLSv1.2","92","Application Data"
"1294","48.202760","192.168.1.174","52.137.103.96","TLSv1.2","194","Application Data"
"1295","48.202780","192.168.1.174","52.137.103.96","TLSv1.2","753","Application Data"
"1296","48.221729","52.137.103.96","192.168.1.174","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1297","48.221729","52.137.103.96","192.168.1.174","TLSv1.2","123","Application Data"
"1298","48.221785","192.168.1.174","52.137.103.96","TCP","54","51389  >  443 [ACK] Seq=381 Ack=2553 Win=132352 Len=0"
"1299","48.222358","192.168.1.174","52.137.103.96","TLSv1.2","141","Application Data"
"1300","48.222394","192.168.1.174","52.137.103.96","TLSv1.2","92","Application Data"
"1301","48.222427","192.168.1.174","52.137.103.96","TLSv1.2","194","Application Data"
"1302","48.222457","192.168.1.174","52.137.103.96","TLSv1.2","749","Application Data"
