"No.","Time","Source","Destination","Protocol","Length","Info"
"10928","35.557616","162.159.128.235","10.100.102.58","TLSv1.2","111","Application Data"
"10933","35.584694","157.240.195.56","10.100.102.58","TLSv1.2","342","Application Data"
"10934","35.587018","10.100.102.58","162.159.130.235","TCP","54","58169  >  443 [ACK] Seq=489 Ack=457 Win=509 Len=0"
"10940","35.604423","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1569 Ack=2329 Win=508 Len=0"
"10947","35.632394","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=17127 Ack=6111 Win=512 Len=0"
"10948","35.633514","10.100.102.58","157.240.195.56","TLSv1.2","153","Application Data"
"10959","35.708944","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=6111 Ack=17226 Win=2298 Len=0"
"11229","36.747456","157.240.195.56","10.100.102.58","TLSv1.2","154","Application Data"
"11230","36.749958","10.100.102.58","157.240.195.56","TLSv1.2","153","Application Data"
"11245","36.823100","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=6211 Ack=17325 Win=2298 Len=0"
"11931","40.263315","13.107.42.14","10.100.102.58","TLSv1.2","100","Application Data"
"11934","40.266911","10.100.102.58","13.107.42.14","TLSv1.2","96","Application Data"
"11935","40.267019","10.100.102.58","13.107.42.14","TLSv1.2","96","Application Data"
"11936","40.271955","13.107.42.14","10.100.102.58","TCP","60","443  >  58207 [ACK] Seq=2464 Ack=5206 Win=16385 Len=0"
"11937","40.273052","13.107.42.14","10.100.102.58","TCP","60","443  >  58207 [ACK] Seq=2464 Ack=5248 Win=16385 Len=0"
"11984","40.518445","10.100.102.58","162.159.128.235","TLSv1.2","115","Application Data"
"11987","40.526340","162.159.128.235","10.100.102.58","TLSv1.2","111","Application Data"
"11993","40.537565","10.100.102.58","162.159.130.235","TLSv1.2","115","Application Data"
"11994","40.547033","162.159.130.235","10.100.102.58","TLSv1.2","111","Application Data"
"12001","40.575160","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1630 Ack=2386 Win=508 Len=0"
"12002","40.576290","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"12006","40.594415","10.100.102.58","162.159.130.235","TCP","54","58169  >  443 [ACK] Seq=550 Ack=514 Win=509 Len=0"
"12010","40.624188","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2386 Ack=1720 Win=8 Len=0"
"12052","40.714134","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"12058","40.720767","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2386 Ack=1810 Win=7 Len=0"
"12320","41.215423","157.240.195.56","10.100.102.58","TCP","1078","443  >  58100 [ACK] Seq=6211 Ack=17325 Win=2298 Len=1024 [TCP segment of a reassembled PDU]"
"12321","41.215423","157.240.195.56","10.100.102.58","TLSv1.2","543","Application Data"
"12322","41.215502","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=17325 Ack=7724 Win=516 Len=0"
"12325","41.216839","157.240.195.56","10.100.102.58","TLSv1.2","1078","[TCP Previous segment not captured] , Ignored Unknown Record"
"12326","41.216839","157.240.195.56","10.100.102.58","TCP","1078","[TCP Out-Of-Order] 443  >  58100 [ACK] Seq=7724 Ack=17325 Win=2298 Len=1024"
"12327","41.216916","10.100.102.58","157.240.195.56","TCP","66","[TCP Dup ACK 12322#1] 58100  >  443 [ACK] Seq=17325 Ack=7724 Win=516 Len=0 SLE=8748 SRE=9772"
"12328","41.217005","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=17325 Ack=9772 Win=516 Len=0"
"12332","41.220714","157.240.195.56","10.100.102.58","TLSv1.2","875","Ignored Unknown Record"
"12349","41.264368","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=17325 Ack=10593 Win=513 Len=0"
"12384","41.327784","10.100.102.58","157.240.195.56","TLSv1.2","148","Application Data"
"12422","41.388249","10.100.102.58","157.240.195.56","TLSv1.2","160","Application Data"
"12425","41.395441","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=10593 Ack=17419 Win=2298 Len=0"
"12453","41.458366","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=10593 Ack=17525 Win=2298 Len=0"
"12506","41.573164","157.240.195.56","10.100.102.58","TLSv1.2","147","Application Data"
"12530","41.616673","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=17525 Ack=10686 Win=512 Len=0"
"12588","41.755742","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"12590","41.759045","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2386 Ack=1900 Win=7 Len=0"
"12650","41.898029","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"12654","41.903147","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2386 Ack=1990 Win=7 Len=0"
"12793","42.356650","10.100.102.58","20.199.120.85","TLSv1.2","97","Application Data"
"12815","42.419344","20.199.120.85","10.100.102.58","TLSv1.2","228","Application Data"
"12829","42.460548","10.100.102.58","20.199.120.85","TCP","54","58054  >  443 [ACK] Seq=44 Ack=175 Win=512 Len=0"
"12870","42.607998","10.100.102.58","204.79.197.203","TCP","54","58378  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"12881","42.637523","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"12884","42.646301","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2386 Ack=2080 Win=7 Len=0"
"13040","43.428778","10.100.102.58","140.82.114.26","TCP","55","58174  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU]"
"13073","43.572237","140.82.114.26","10.100.102.58","TCP","66","443  >  58174 [ACK] Seq=1 Ack=2 Win=74 Len=0 SLE=1 SRE=2"
"13135","43.898793","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"13140","43.903277","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2386 Ack=2170 Win=7 Len=0"
"13187","44.088907","10.100.102.58","13.107.42.14","TLSv1.2","378","Application Data"
"13188","44.089036","10.100.102.58","13.107.42.14","TLSv1.2","1126","Application Data"
"13190","44.094470","13.107.42.14","10.100.102.58","TCP","60","443  >  58207 [ACK] Seq=2464 Ack=5572 Win=16384 Len=0"
"13191","44.094974","13.107.42.14","10.100.102.58","TCP","60","443  >  58207 [ACK] Seq=2464 Ack=6644 Win=16386 Len=0"
"13230","44.271401","13.107.42.14","10.100.102.58","TLSv1.2","528","Application Data"
"13243","44.312306","10.100.102.58","13.107.42.14","TCP","54","58207  >  443 [ACK] Seq=6644 Ack=2938 Win=515 Len=0"
"13299","44.597718","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"13305","44.605379","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2386 Ack=2260 Win=7 Len=0"
"13410","45.035869","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"13413","45.041470","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2386 Ack=2350 Win=7 Len=0"
"13535","45.524426","10.100.102.58","162.159.128.235","TLSv1.2","115","Application Data"
"13537","45.528998","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2386 Ack=2411 Win=7 Len=0"
"13542","45.533284","10.100.102.58","162.159.130.235","TLSv1.2","115","Application Data"
"13543","45.535248","162.159.128.235","10.100.102.58","TLSv1.2","111","Application Data"
"13546","45.544468","162.159.130.235","10.100.102.58","TLSv1.2","111","Application Data"
"13557","45.585266","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=2411 Ack=2443 Win=514 Len=0"
"13558","45.585377","10.100.102.58","162.159.130.235","TCP","54","58169  >  443 [ACK] Seq=611 Ack=571 Win=509 Len=0"
"14202","48.018549","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"14218","48.068501","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2443 Ack=2501 Win=8 Len=0"
"14223","48.095325","10.100.102.58","172.217.22.37","TLSv1.2","1466","Ignored Unknown Record"
"14224","48.095325","10.100.102.58","172.217.22.37","TLSv1.2","1466","Ignored Unknown Record"
"14225","48.095325","10.100.102.58","172.217.22.37","TLSv1.2","503","Ignored Unknown Record"
"14226","48.095425","10.100.102.58","172.217.22.37","TLSv1.2","93","Application Data"
"14227","48.095451","10.100.102.58","172.217.22.37","TLSv1.2","164","Application Data"
"14229","48.101607","172.217.22.37","10.100.102.58","TCP","60","443  >  58206 [ACK] Seq=1 Ack=1414 Win=627 Len=0"
"14230","48.101607","172.217.22.37","10.100.102.58","TCP","60","443  >  58206 [ACK] Seq=1 Ack=2826 Win=638 Len=0"
"14231","48.101607","172.217.22.37","10.100.102.58","TCP","60","443  >  58206 [ACK] Seq=1 Ack=3314 Win=649 Len=0"
"14232","48.101607","172.217.22.37","10.100.102.58","TCP","60","443  >  58206 [ACK] Seq=1 Ack=3424 Win=649 Len=0"
"14233","48.101607","172.217.22.37","10.100.102.58","TLSv1.2","93","Application Data"
"14234","48.101702","10.100.102.58","172.217.22.37","TCP","54","58206  >  443 [ACK] Seq=3424 Ack=40 Win=512 Len=0"
"14251","48.153721","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"14252","48.162539","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2443 Ack=2591 Win=7 Len=0"
"14318","48.390427","172.217.22.37","10.100.102.58","TLSv1.2","587","Application Data"
"14319","48.390427","172.217.22.37","10.100.102.58","TLSv1.2","596","Application Data"
"14320","48.390511","10.100.102.58","172.217.22.37","TCP","54","58206  >  443 [ACK] Seq=3424 Ack=1115 Win=508 Len=0"
"14321","48.391085","10.100.102.58","172.217.22.37","TLSv1.2","89","Application Data"
"14324","48.393958","172.217.22.37","10.100.102.58","TLSv1.2","246","Application Data"
"14325","48.393958","172.217.22.37","10.100.102.58","TLSv1.2","93","Application Data"
"14326","48.394038","10.100.102.58","172.217.22.37","TCP","54","58206  >  443 [ACK] Seq=3459 Ack=1346 Win=507 Len=0"
"14327","48.394742","10.100.102.58","172.217.22.37","TLSv1.2","93","Application Data"
"14332","48.401142","172.217.22.37","10.100.102.58","TCP","60","443  >  58206 [ACK] Seq=1346 Ack=3498 Win=649 Len=0"
"14793","50.178444","10.100.102.58","157.240.195.56","TCP","1446","58100  >  443 [ACK] Seq=17525 Ack=10686 Win=512 Len=1392 [TCP segment of a reassembled PDU]"
"14794","50.178444","10.100.102.58","157.240.195.56","TCP","1446","58100  >  443 [ACK] Seq=18917 Ack=10686 Win=512 Len=1392 [TCP segment of a reassembled PDU]"
"14795","50.178444","10.100.102.58","157.240.195.56","TCP","1446","58100  >  443 [ACK] Seq=20309 Ack=10686 Win=512 Len=1392 [TCP segment of a reassembled PDU]"
"14796","50.178444","10.100.102.58","157.240.195.56","TLSv1.2","757","Application Data"
"14822","50.332470","10.100.102.58","157.240.195.56","TCP","1446","[TCP Retransmission] 58100  >  443 [PSH, ACK] Seq=21012 Ack=10686 Win=512 Len=1392"
"14853","50.387032","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=10686 Ack=22404 Win=2337 Len=0"
"14870","50.442906","157.240.195.56","10.100.102.58","TCP","60","[TCP Dup ACK 14853#1] 443  >  58100 [ACK] Seq=10686 Ack=22404 Win=2337 Len=0"
"14874","50.446681","157.240.195.56","10.100.102.58","TLSv1.2","168","Application Data"
"14879","50.486957","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=22404 Ack=10800 Win=512 Len=0"
"14882","50.522597","10.100.102.58","162.159.128.235","TLSv1.2","115","Application Data"
"14884","50.537451","10.100.102.58","162.159.130.235","TLSv1.2","115","Application Data"
"14899","50.571947","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2443 Ack=2652 Win=7 Len=0"
"14910","50.647214","162.159.128.235","10.100.102.58","TLSv1.2","111","Application Data"
"14917","50.647214","162.159.130.235","10.100.102.58","TLSv1.2","111","Application Data"
"14936","50.690676","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=2652 Ack=2500 Win=513 Len=0"
"14937","50.690786","10.100.102.58","162.159.130.235","TCP","54","58169  >  443 [ACK] Seq=672 Ack=628 Win=509 Len=0"
"15024","50.850204","157.240.195.56","10.100.102.58","TLSv1.2","152","Application Data"
"15025","50.850204","157.240.195.56","10.100.102.58","TLSv1.2","154","Application Data"
"15026","50.850286","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=22404 Ack=10998 Win=511 Len=0"
"15032","50.853306","10.100.102.58","157.240.195.56","TLSv1.2","150","Application Data"
"15034","50.859164","10.100.102.58","157.240.195.56","TLSv1.2","152","Application Data"
"15095","50.991728","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=10998 Ack=22500 Win=2337 Len=0"
"15096","50.991728","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=10998 Ack=22598 Win=2337 Len=0"
"15747","53.117301","157.240.195.56","10.100.102.58","TLSv1.2","151","Application Data"
"15748","53.120018","10.100.102.58","157.240.195.56","TLSv1.2","150","Application Data"
"15766","53.193123","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=11095 Ack=22694 Win=2337 Len=0"
"15895","53.557810","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"15921","53.604909","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2500 Ack=2742 Win=8 Len=0"
"15924","53.618062","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"15925","53.624432","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2500 Ack=2832 Win=7 Len=0"
"16337","55.281752","13.107.42.14","10.100.102.58","TLSv1.2","100","Application Data"
"16338","55.284819","10.100.102.58","13.107.42.14","TLSv1.2","96","Application Data"
"16339","55.284966","10.100.102.58","13.107.42.14","TLSv1.2","96","Application Data"
"16341","55.293345","13.107.42.14","10.100.102.58","TCP","60","443  >  58207 [ACK] Seq=2984 Ack=6728 Win=16385 Len=0"
"16395","55.525498","10.100.102.58","162.159.128.235","TLSv1.2","115","Application Data"
"16396","55.529389","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2500 Ack=2893 Win=7 Len=0"
"16401","55.535208","10.100.102.58","162.159.130.235","TLSv1.2","115","Application Data"
"16402","55.535431","162.159.128.235","10.100.102.58","TLSv1.2","111","Application Data"
"16403","55.545397","162.159.130.235","10.100.102.58","TLSv1.2","111","Application Data"
"16413","55.576595","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=2893 Ack=2557 Win=513 Len=0"
"16415","55.592480","10.100.102.58","162.159.130.235","TCP","54","58169  >  443 [ACK] Seq=733 Ack=685 Win=508 Len=0"
"17027","58.282032","140.82.114.26","10.100.102.58","TLSv1.2","80","Application Data"
"17028","58.282328","10.100.102.58","140.82.114.26","TLSv1.2","84","Ignored Unknown Record"
"17059","58.426162","140.82.114.26","10.100.102.58","TCP","60","443  >  58174 [ACK] Seq=27 Ack=32 Win=74 Len=0"
"17350","59.707092","10.100.102.58","144.2.15.25","TCP","55","[TCP Keep-Alive] 58363  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1"
"17379","59.886273","144.2.15.25","10.100.102.58","TCP","66","[TCP Keep-Alive ACK] 443  >  58363 [ACK] Seq=1 Ack=2 Win=822 Len=0 SLE=1 SRE=2"
"17406","59.991401","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"17421","60.037870","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2557 Ack=2983 Win=8 Len=0"
"17473","60.313719","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"17474","60.320364","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2557 Ack=3073 Win=7 Len=0"
"17483","60.356516","10.100.102.58","108.174.10.20","TCP","55","[TCP Keep-Alive] 58370  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1"
"17567","60.517765","10.100.102.58","162.159.128.235","TLSv1.2","115","Application Data"
"17568","60.518209","108.174.10.20","10.100.102.58","TCP","66","[TCP Keep-Alive ACK] 443  >  58370 [ACK] Seq=1 Ack=2 Win=822 Len=0 SLE=1 SRE=2"
"17570","60.523723","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2557 Ack=3134 Win=7 Len=0"
"17572","60.531050","162.159.128.235","10.100.102.58","TLSv1.2","111","Application Data"
"17573","60.532371","10.100.102.58","162.159.130.235","TLSv1.2","115","Application Data"
"17578","60.541172","162.159.130.235","10.100.102.58","TLSv1.2","111","Application Data"
"17604","60.578431","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=3134 Ack=2614 Win=513 Len=0"
"17610","60.586927","10.100.102.58","162.159.130.235","TCP","54","58169  >  443 [ACK] Seq=794 Ack=742 Win=508 Len=0"
"17675","60.737197","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"17706","60.783607","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2614 Ack=3224 Win=8 Len=0"
"17794","60.946514","157.240.195.56","10.100.102.58","TLSv1.2","543","[TCP Previous segment not captured] , Ignored Unknown Record"
"17795","60.946514","157.240.195.56","10.100.102.58","TCP","1078","[TCP Out-Of-Order] 443  >  58100 [ACK] Seq=11095 Ack=22694 Win=2337 Len=1024"
"17796","60.946514","157.240.195.56","10.100.102.58","TLSv1.2","1078","[TCP Previous segment not captured] , Ignored Unknown Record"
"17797","60.946514","157.240.195.56","10.100.102.58","TCP","1078","[TCP Out-Of-Order] 443  >  58100 [ACK] Seq=12608 Ack=22694 Win=2337 Len=1024"
"17798","60.946514","157.240.195.56","10.100.102.58","TLSv1.2","875","Ignored Unknown Record"
"17799","60.946600","10.100.102.58","157.240.195.56","TCP","66","[TCP Dup ACK 15748#1] 58100  >  443 [ACK] Seq=22694 Ack=11095 Win=511 Len=0 SLE=12119 SRE=12608"
"17800","60.946684","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=22694 Ack=12608 Win=516 Len=0"
"17801","60.946722","10.100.102.58","157.240.195.56","TCP","66","[TCP Dup ACK 17800#1] 58100  >  443 [ACK] Seq=22694 Ack=12608 Win=516 Len=0 SLE=13632 SRE=14656"
"17802","60.946753","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=22694 Ack=14656 Win=516 Len=0"
"17829","60.997083","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=22694 Ack=15477 Win=513 Len=0"
"17859","61.065621","10.100.102.58","157.240.195.56","TLSv1.2","148","Application Data"
"17891","61.115529","10.100.102.58","157.240.195.56","TLSv1.2","160","Application Data"
"17897","61.136623","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=15477 Ack=22788 Win=2337 Len=0"
"17926","61.203568","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=15477 Ack=22894 Win=2337 Len=0"
"17942","61.238258","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"17951","61.245016","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2614 Ack=3314 Win=7 Len=0"
"17971","61.294150","157.240.195.56","10.100.102.58","TLSv1.2","147","Application Data"
"17995","61.337313","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=22894 Ack=15570 Win=512 Len=0"
"18136","61.618391","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"18137","61.626977","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2614 Ack=3404 Win=7 Len=0"
"18161","61.697156","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"18169","61.707933","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2614 Ack=3494 Win=7 Len=0"
"18590","63.109137","157.240.195.56","10.100.102.58","TLSv1.2","154","Application Data"
"18591","63.111590","10.100.102.58","157.240.195.56","TLSv1.2","153","Application Data"
"18610","63.181164","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=15670 Ack=22993 Win=2337 Len=0"
"18844","64.097899","10.100.102.58","162.159.136.234","TLSv1.2","97","Application Data"
"18849","64.104590","162.159.136.234","10.100.102.58","TCP","60","443  >  58134 [ACK] Seq=33 Ack=87 Win=7 Len=0"
"18885","64.255515","162.159.136.234","10.100.102.58","TLSv1.2","86","Application Data"
"18894","64.296757","10.100.102.58","162.159.136.234","TCP","54","58134  >  443 [ACK] Seq=87 Ack=65 Win=513 Len=0"
"18955","64.508368","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"18972","64.552644","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=3494 Ack=2718 Win=512 Len=0"
"19243","65.259263","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"19246","65.263014","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2718 Ack=3584 Win=7 Len=0"
"19291","65.376980","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"19292","65.382738","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2718 Ack=3674 Win=7 Len=0"
"19324","65.517608","10.100.102.58","162.159.128.235","TLSv1.2","115","Application Data"
"19326","65.521082","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=2718 Ack=3735 Win=7 Len=0"
"19329","65.536280","162.159.128.235","10.100.102.58","TLSv1.2","111","Application Data"
"19334","65.537788","10.100.102.58","162.159.130.235","TLSv1.2","115","Application Data"
"19348","65.552690","162.159.130.235","10.100.102.58","TLSv1.2","111","Application Data"
"19368","65.587362","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=3735 Ack=2775 Win=512 Len=0"
"19371","65.594675","10.100.102.58","162.159.130.235","TCP","54","58169  >  443 [ACK] Seq=855 Ack=799 Win=514 Len=0"
"19570","65.925771","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"19591","65.967122","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=3735 Ack=2879 Win=512 Len=0"
"19676","66.123301","157.240.195.56","10.100.102.58","TCP","543","[TCP Previous segment not captured] 443  >  58100 [PSH, ACK] Seq=16694 Ack=22993 Win=2337 Len=489"
"19677","66.123301","157.240.195.56","10.100.102.58","TCP","1078","[TCP Out-Of-Order] 443  >  58100 [ACK] Seq=15670 Ack=22993 Win=2337 Len=1024"
"19678","66.123379","10.100.102.58","157.240.195.56","TCP","66","[TCP Dup ACK 18591#1] 58100  >  443 [ACK] Seq=22993 Ack=15670 Win=512 Len=0 SLE=16694 SRE=17183"
"19679","66.123473","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=22993 Ack=17183 Win=516 Len=0"
"19680","66.124873","157.240.195.56","10.100.102.58","TCP","1078","443  >  58100 [ACK] Seq=17183 Ack=22993 Win=2337 Len=1024 [TCP segment of a reassembled PDU]"
"19681","66.124873","157.240.195.56","10.100.102.58","TCP","1078","443  >  58100 [PSH, ACK] Seq=18207 Ack=22993 Win=2337 Len=1024 [TCP segment of a reassembled PDU]"
"19682","66.124957","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=22993 Ack=19231 Win=516 Len=0"
"19683","66.125295","157.240.195.56","10.100.102.58","TLSv1.2","875","Application Data, Application Data"
"19688","66.174128","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=22993 Ack=20052 Win=513 Len=0"
"19691","66.220152","10.100.102.58","157.240.195.56","TLSv1.2","148","Application Data"
"19768","66.252678","10.100.102.58","157.240.195.56","TLSv1.2","160","Application Data"
"19799","66.288232","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=20052 Ack=23087 Win=2337 Len=0"
"19829","66.354109","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=20052 Ack=23193 Win=2337 Len=0"
"19856","66.403670","157.240.195.56","10.100.102.58","TCP","1078","443  >  58100 [ACK] Seq=20052 Ack=23193 Win=2337 Len=1024 [TCP segment of a reassembled PDU]"
"19857","66.403670","157.240.195.56","10.100.102.58","TLSv1.2","543","Application Data"
"19858","66.403670","157.240.195.56","10.100.102.58","TCP","1078","443  >  58100 [ACK] Seq=21565 Ack=23193 Win=2337 Len=1024 [TCP segment of a reassembled PDU]"
"19859","66.403670","157.240.195.56","10.100.102.58","TCP","1078","443  >  58100 [PSH, ACK] Seq=22589 Ack=23193 Win=2337 Len=1024 [TCP segment of a reassembled PDU]"
"19860","66.403749","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=23193 Ack=23613 Win=516 Len=0"
"19861","66.403826","157.240.195.56","10.100.102.58","TLSv1.2","875","Application Data, Application Data"
"19874","66.424700","157.240.195.56","10.100.102.58","TLSv1.2","147","Application Data"
"19875","66.424726","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=23193 Ack=24527 Win=512 Len=0"
"19901","66.481270","10.100.102.58","157.240.195.56","TLSv1.2","148","Application Data"
"19911","66.494014","10.100.102.58","157.240.195.56","TLSv1.2","160","Application Data"
"19950","66.555341","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=24527 Ack=23287 Win=2337 Len=0"
"19952","66.561837","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=24527 Ack=23393 Win=2337 Len=0"
"20005","66.666604","157.240.195.56","10.100.102.58","TLSv1.2","147","Application Data"
"20036","66.717279","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=23393 Ack=24620 Win=512 Len=0"
"20143","66.937424","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"20163","66.984519","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=3735 Ack=2983 Win=511 Len=0"
"20422","67.628422","10.100.102.58","199.232.82.208","TCP","55","[TCP Keep-Alive] 58252  >  443 [ACK] Seq=1 Ack=1 Win=3586 Len=1"
"20443","67.686398","199.232.82.208","10.100.102.58","TCP","66","[TCP Keep-Alive ACK] 443  >  58252 [ACK] Seq=1 Ack=2 Win=291 Len=0 SLE=1 SRE=2"
"20456","67.725497","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"20475","67.770539","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=3735 Ack=3087 Win=511 Len=0"
"20535","67.946629","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"20550","67.994603","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=3735 Ack=3191 Win=511 Len=0"
"21030","69.386401","10.100.102.58","34.84.0.87","TCP","55","[TCP Keep-Alive] 58239  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1"
"21116","69.639971","34.84.0.87","10.100.102.58","TCP","66","[TCP Keep-Alive ACK] 443  >  58239 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"21148","69.738520","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"21161","69.784492","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=3735 Ack=3295 Win=510 Len=0"
"21320","70.260977","13.107.42.14","10.100.102.58","TLSv1.2","100","Application Data"
